model,training_size,distribution,reversibility_error,hamiltonian_error,time,ess
GradGSymplecticNNgHMC,0.55,banana,0.014987767,"[0.9337096  0.94524956 0.3893044  0.53426653 0.8185259  0.69100523
 0.45223898 0.7223162  0.98655164 0.9027888  0.91791856 0.7968836
 0.7230296  0.32055938 0.80136794 0.5139743  0.05050072 0.27468634
 0.98528373 0.3396756  0.9129938  0.9836292  0.04251556 0.9073256
 0.85013914 0.7989006  0.8306793  0.79211366 0.9672897  0.8049337
 0.2938124  0.7309494  0.8872883  0.9021678  0.57268476 0.9602517
 0.66976154 0.35251868 0.86602354 0.9576246  0.8338574  0.8606817
 0.7519347  0.8413827  0.16634163 0.26600042 0.9001946  0.9536483
 0.21533363 0.3319973  0.5294859  0.47757503 0.8686392  0.63058305
 0.55784553 0.51831216 0.06388025 0.94683766 0.8797097  0.9867935
 0.08816193 0.9697301  0.9596998  0.24480586 0.8457977  0.9500408
 0.86977565 0.5731388  0.7497573  2.1357126  0.04812567 0.21744439
 0.70489883 0.97822523 0.8116023  0.20631185 0.9526512  0.97724986
 0.7651528  0.6029346  0.85002196 0.6400316  0.6138926  0.1808742
 0.9070977  0.9462051  0.8825083  0.98483133 0.31840336 0.9503536
 0.58074224 0.5009545  0.27282733 0.9835526  0.9716629  0.8946621
 0.83812225 0.8070506  0.9624256  0.78099275]",24.036147832870483,1.7704170950520384
RevGSymplecticNNgHMC,0.55,banana,3.0368595e-13,"[0.93888354 0.95652765 0.705636   0.5262009  0.85797775 0.86047935
 0.40432447 0.7336353  0.9845495  0.88323736 0.91216534 0.77257174
 0.86205506 0.4325765  0.8376725  0.42293614 0.4351849  0.5121465
 0.9773829  0.64379704 0.95103633 0.98117894 0.17641589 0.9282519
 0.7002028  0.82546616 0.8153548  0.77122056 0.9798459  0.79481494
 0.58365667 0.78293324 0.86249363 0.93632764 0.51764    0.913206
 0.6278023  0.50089043 0.92287827 0.9654271  0.9239599  0.9064784
 0.6881263  0.8412942  0.3152197  0.4310062  0.88923705 0.94174063
 0.41992578 0.59009546 0.7021457  0.540046   0.87895834 0.8455059
 0.02616734 0.49933255 0.23138583 0.9477279  0.9251175  0.991488
 0.38649964 0.9768416  0.9633502  0.41027534 0.81036985 0.9521319
 0.87840307 0.5871651  0.7563762  0.90241545 0.01316055 0.2356472
 0.885694   0.981476   0.84229296 0.1457366  0.9483255  0.95794195
 0.76078033 0.5991533  0.8491206  0.6734211  0.8307187  0.41190705
 0.9449502  0.9568776  0.8848332  0.98597693 0.71705455 0.9717344
 0.68844956 0.52487946 0.41158032 0.9876549  0.967046   0.8882555
 0.8054203  0.80016494 0.96342385 0.7013909 ]",25.182995080947876,8.01550539671073
RevGradGSymplecticNNgHMC,0.55,banana,1.314504e-14,"[0.936435   0.94343793 0.66055506 0.55114186 0.8328892  0.81483054
 0.4411258  0.7201452  0.9842922  0.8905419  0.9270376  0.7923169
 0.8175206  0.39202747 0.8087801  0.47509417 0.32382116 0.42696723
 0.9789456  0.5651051  0.9416949  0.98174375 0.12494026 0.91492385
 0.6911799  0.8005247  0.8354683  0.79690146 0.9735068  0.8165611
 0.4919672  0.7436546  0.87286794 0.91582024 0.54917973 0.9127955
 0.65138614 0.4478589  0.8963636  0.9680226  0.8949773  0.881969
 0.7300552  0.8409318  0.24235877 0.36020717 0.89197224 0.94887066
 0.33164752 0.50190187 0.65458864 0.49082577 0.88859844 0.7899631
 0.12304046 0.5311459  0.14145121 0.9464332  0.9092541  0.98964
 0.29389518 0.9729366  0.9550829  0.33200523 0.8398835  0.9489941
 0.87620974 0.606938   0.77077407 1.1645731  0.05871312 0.1153276
 0.8422637  0.97916555 0.81412214 0.02532448 0.9553242  0.9605066
 0.784301   0.5818164  0.8667137  0.6339015  0.7732631  0.31898165
 0.9338664  0.9567403  0.89871013 0.98444164 0.635656   0.9586391
 0.6439245  0.4807412  0.33397707 0.9873488  0.97356004 0.88016623
 0.8311169  0.78310776 0.9606659  0.7346846 ]",38.12862229347229,7.498115036342258
HMC,0.55,gaussian,7.339777e-15,"[0.89919496 0.9479865  0.9165447  0.8797363  0.9520232  0.9400147
 0.9393991  0.9424757  0.9440955  0.9204844  0.94322014 0.92594194
 0.95075643 0.92933387 0.93727195 0.9369186  0.9383571  0.9217982
 0.9492752  0.95578325 0.94300234 0.9201077  0.9518263  0.9285978
 0.93598986 0.9339423  0.9342984  0.9409069  0.9133816  0.9257986
 0.9412718  0.95118064 0.9604125  0.9106588  0.9076497  0.95501614
 0.92561924 0.9404191  0.9336631  0.93536794 0.93982935 0.9315752
 0.94970626 0.9535278  0.9581716  0.9579651  0.9500487  0.9424183
 0.92696774 0.93913484 0.9157034  0.93982667 0.95082587 0.9112875
 0.9255805  0.95822847 0.950029   0.943463   0.9549064  0.95416707
 0.92973316 0.9149703  0.93446004 0.95191157 0.9523729  0.92872924
 0.88721144 0.9541823  0.9452755  0.9273519  0.9515128  0.9498018
 0.93209857 0.93938917 0.95363545 0.94017524 0.9476012  0.94537485
 0.9244857  0.9238522  0.91189337 0.91989696 0.9369731  0.95049417
 0.9426743  0.9360387  0.91648114 0.9489195  0.9380652  0.9212953
 0.9348612  0.91755426 0.9467155  0.94542456 0.9425847  0.93884313
 0.9479135  0.95439357 0.9483309  0.9462552 ]",17.265604257583618,1963.2494166319627
SymplecticNNgHMC,0.55,gaussian,3.9372277e-05,"[0.8991186  0.9479737  0.9162742  0.8785924  0.9519285  0.9397279
 0.9391014  0.94243956 0.9439945  0.92062443 0.94299906 0.926126
 0.9508256  0.9293911  0.9370761  0.9369142  0.9382484  0.92181623
 0.9491943  0.9558233  0.9429378  0.91988724 0.95188653 0.9285044
 0.9357919  0.93399256 0.9342081  0.9408571  0.9132242  0.925959
 0.94135845 0.95125455 0.9604157  0.91049665 0.9077225  0.9549686
 0.92570055 0.9404704  0.93362755 0.935353   0.93991375 0.9313532
 0.9496392  0.9535822  0.9581461  0.95796984 0.95005006 0.94250286
 0.92710894 0.9392401  0.9157138  0.9395851  0.9507638  0.9108991
 0.9255866  0.9582433  0.9500716  0.9434921  0.95483494 0.95421356
 0.929871   0.91440046 0.93443793 0.9519469  0.9523842  0.92864585
 0.8871137  0.9541475  0.9452333  0.92757595 0.9514825  0.94986975
 0.9322273  0.9394295  0.95357895 0.9401232  0.9475845  0.94544905
 0.9245645  0.9237666  0.9117688  0.9196218  0.9369818  0.95056903
 0.9426732  0.9361677  0.916351   0.9489244  0.93810654 0.92105144
 0.9343421  0.9174382  0.94668424 0.94543576 0.9425885  0.9389717
 0.94790256 0.9544522  0.9483015  0.94623774]",26.446558475494385,1964.3652871026604
GSymplecticNNgHMC,0.55,gaussian,3.5777906e-05,"[0.89930487 0.9477986  0.9163102  0.87881124 0.9517388  0.939871
 0.9391583  0.9423883  0.94410723 0.9208187  0.94289464 0.9263932
 0.9508232  0.9296398  0.93701816 0.9367387  0.9384491  0.92211854
 0.94911253 0.95564526 0.9430752  0.9198215  0.95183563 0.9289994
 0.9357978  0.9341048  0.9343033  0.9406538  0.91289824 0.9260685
 0.9414573  0.9510739  0.9604521  0.9106526  0.90778446 0.95502186
 0.9259922  0.9406478  0.9339571  0.93570375 0.9400425  0.93135613
 0.9498358  0.9536163  0.95819247 0.9579667  0.95032233 0.9426872
 0.92689484 0.9394361  0.9157101  0.93940914 0.95064354 0.91121745
 0.9256511  0.958234   0.9499922  0.9437705  0.95487225 0.9542007
 0.9301628  0.9146205  0.9345125  0.9517815  0.9521545  0.9288678
 0.8869152  0.9541867  0.94534874 0.9277997  0.9515256  0.9497604
 0.93251705 0.9391095  0.95370805 0.9402885  0.9477639  0.94565773
 0.92435116 0.9234265  0.91193837 0.9197856  0.93698657 0.9506204
 0.9424514  0.936355   0.9164727  0.9486734  0.9379964  0.9208206
 0.9342968  0.91727465 0.9465925  0.9454422  0.9424698  0.93914485
 0.94787395 0.95455956 0.948166   0.9461152 ]",11.469931364059448,150.20126111352167
GradSymplecticNNgHMC,0.55,gaussian,3.2138858e-05,"[0.8995967  0.94822633 0.9173063  0.88088906 0.9525284  0.9404318
 0.9399067  0.9426645  0.9441775  0.9209317  0.9438376  0.92597246
 0.95079255 0.9300374  0.9372779  0.9371065  0.93853056 0.9218607
 0.9495348  0.9560132  0.9430566  0.9206018  0.95187855 0.9290304
 0.93638897 0.9340579  0.93442315 0.9413843  0.9138125  0.92655224
 0.9415107  0.95140254 0.96041197 0.9109311  0.9077532  0.9549928
 0.9257448  0.94059885 0.93396044 0.9359419  0.9400586  0.9318843
 0.9497484  0.95359004 0.958146   0.95796907 0.95034266 0.9425205
 0.9271413  0.9393519  0.9160301  0.94025487 0.950963   0.9119415
 0.92555606 0.95825744 0.95010346 0.9440311  0.9549662  0.9542012
 0.92984116 0.91549194 0.9344532  0.95207614 0.95270985 0.92880666
 0.8877439  0.9541693  0.9452485  0.92803687 0.9514825  0.9499457
 0.9324507  0.9397998  0.9535847  0.94013596 0.9475261  0.9456992
 0.9246599  0.9244968  0.91220665 0.92044675 0.93696344 0.9505436
 0.94279385 0.9365894  0.91689557 0.9492633  0.93827075 0.92147326
 0.93570936 0.917763   0.9468285  0.9454531  0.9427103  0.9388468
 0.94799995 0.95453775 0.9484906  0.9463693 ]",55.128347396850586,1973.548057966412
GradGSymplecticNNgHMC,0.55,gaussian,2.7549579e-05,"[0.8995081  0.94813555 0.91738    0.88113356 0.9524679  0.9406208
 0.940063   0.9427413  0.9442328  0.9210121  0.94386786 0.9260582
 0.9507909  0.9300191  0.93719435 0.93694514 0.9387387  0.92189443
 0.94953024 0.9559528  0.9431221  0.9206173  0.9518138  0.92909515
 0.9366081  0.93404055 0.93453616 0.94131935 0.91353524 0.92655104
 0.94150543 0.95131123 0.9604246  0.911205   0.90773743 0.95504856
 0.9258741  0.9405842  0.9339799  0.9358939  0.94006014 0.9319242
 0.9498348  0.9535663  0.9581584  0.9579669  0.95043457 0.9425931
 0.92712975 0.93942326 0.9160732  0.940263   0.95096064 0.9123783
 0.9256167  0.95823896 0.95003223 0.9439871  0.9550354  0.9541782
 0.9299442  0.915749   0.9344888  0.9519898  0.95260423 0.92897147
 0.8877287  0.9542121  0.94536436 0.9280421  0.9515032  0.9498513
 0.9325384  0.9397367  0.9536564  0.9402491  0.9476476  0.9457504
 0.92467546 0.92456335 0.9121162  0.92073965 0.9369699  0.950544
 0.94274396 0.93653476 0.9170334  0.9491269  0.93822765 0.9214488
 0.9358586  0.9176342  0.94676465 0.9454056  0.94260377 0.93887275
 0.9480332  0.9545514  0.94843006 0.94634837]",14.456648826599121,165.4963421613592
RevGSymplecticNNgHMC,0.55,gaussian,2.619451e-14,"[0.8992499  0.94804704 0.9166784  0.8799052  0.9521624  0.9401531
 0.93956065 0.94247836 0.9442431  0.9206623  0.9433745  0.92611045
 0.9507847  0.92959166 0.9373056  0.93695486 0.93844795 0.9217895
 0.94935834 0.9558312  0.9429965  0.92036366 0.9518709  0.9287392
 0.9361453  0.9340336  0.9342884  0.94102955 0.9135022  0.9260638
 0.9414279  0.9512172  0.9604051  0.91072387 0.9076663  0.9550047
 0.92579335 0.9404661  0.9336928  0.93552303 0.93995607 0.9316782
 0.94970435 0.95355177 0.95817536 0.9579439  0.9502019  0.9425206
 0.9269656  0.9392638  0.9156345  0.9399543  0.9508812  0.9114709
 0.9256171  0.9582448  0.95004547 0.9436302  0.9549305  0.9541845
 0.92980784 0.91510934 0.934497   0.9519491  0.9524624  0.92880106
 0.88734543 0.95417684 0.94524705 0.92765975 0.95151466 0.9498323
 0.93231314 0.9394798  0.9536246  0.9401559  0.9475907  0.9455082
 0.92447317 0.9239502  0.9118854  0.9200028  0.9369609  0.95053667
 0.9427375  0.93623084 0.91651696 0.94899625 0.9381299  0.9214236
 0.93513346 0.9176117  0.9467589  0.9454603  0.94261163 0.938874
 0.9479046  0.95446575 0.94836754 0.94628656]",15.586145162582397,2021.8112159384102
RevGradGSymplecticNNgHMC,0.55,gaussian,2.0693355e-14,"[0.8995413  0.94811845 0.9172776  0.8809422  0.95243144 0.9404382
 0.93993634 0.9426748  0.94434065 0.92094827 0.9438002  0.92597455
 0.9507922  0.9300424  0.9373324  0.9369969  0.93852377 0.92189693
 0.9494907  0.95594615 0.9431069  0.92061555 0.95185804 0.9290675
 0.93645686 0.9340924  0.9344572  0.94126785 0.9136504  0.9266378
 0.94159716 0.9513258  0.9604446  0.9110455  0.9078177  0.9549974
 0.9258274  0.94062155 0.9340075  0.9359333  0.94008887 0.9318549
 0.949862   0.95358723 0.9581752  0.9579872  0.9504744  0.9425649
 0.927031   0.9393878  0.91602373 0.94023055 0.9509356  0.91194266
 0.92563045 0.9582528  0.9500432  0.94404924 0.954961   0.95417666
 0.9298743  0.9155628  0.93446106 0.9519888  0.95261574 0.92882013
 0.8876219  0.9541825  0.94529504 0.92802066 0.9514889  0.9498776
 0.93250436 0.93965745 0.953592   0.9402046  0.9475454  0.94575804
 0.9246375  0.9244461  0.91213214 0.9204135  0.93696594 0.9505429
 0.9427465  0.93658257 0.9168842  0.9491407  0.9381711  0.92150545
 0.93579817 0.9176731  0.9467675  0.9454268  0.9426335  0.9388269
 0.9480011  0.954568   0.94844973 0.9463231 ]",21.973419666290283,2032.579811518264
HMC,0.55,high_dimensional_gaussian,1.5061817e-15,"[0.9269435  0.9395703  0.92946714 0.9372689  0.92944527 0.942546
 0.94132847 0.9470472  0.9328445  0.94286937 0.94123507 0.93323755
 0.9372849  0.9407844  0.94664514 0.94187707 0.941506   0.93603295
 0.9412839  0.9451114  0.9456519  0.9363065  0.95026815 0.93583935
 0.94160354 0.94116133 0.934148   0.92931986 0.91938746 0.92798936
 0.9356863  0.9418838  0.9396562  0.93965    0.9456562  0.9367589
 0.9365748  0.9445542  0.9443412  0.9398073  0.94599503 0.93900955
 0.9416466  0.92968434 0.9313803  0.9415461  0.9347615  0.9330487
 0.93303317 0.9377877  0.9420228  0.9384548  0.9360781  0.939981
 0.9339148  0.93836105 0.93598485 0.93197197 0.929901   0.94271106
 0.93381995 0.9305111  0.9339824  0.93752855 0.9346843  0.9330961
 0.93492216 0.9442694  0.9305142  0.9298786  0.9256503  0.942692
 0.9380592  0.93775386 0.9349774  0.93527925 0.93302107 0.9366311
 0.9376701  0.9358186  0.9263854  0.9415056  0.9371581  0.9407725
 0.9422695  0.9341259  0.9325403  0.93472594 0.9332182  0.93836683
 0.9393729  0.9407685  0.924171   0.9400445  0.9254044  0.93659925
 0.93967485 0.94146824 0.92768115 0.9229678 ]",48.535452127456665,264.28861908260654
SymplecticNNgHMC,0.55,high_dimensional_gaussian,6.427428e-06,"[0.9269513  0.939562   0.92948526 0.9372734  0.92945266 0.9425487
 0.941329   0.94704217 0.9328508  0.9428592  0.9412343  0.933243
 0.9372928  0.9407797  0.9466461  0.9418634  0.9415188  0.9360258
 0.94128644 0.94510794 0.94564915 0.9363062  0.9502655  0.93582904
 0.9415924  0.9411657  0.9341346  0.92932093 0.9193915  0.92798805
 0.9356963  0.94188714 0.9396524  0.9396454  0.9456543  0.9367601
 0.9365682  0.94454765 0.9443404  0.9398162  0.9459939  0.9390132
 0.94163626 0.92967606 0.93138695 0.9415424  0.93475455 0.9330487
 0.9330353  0.9377796  0.94202805 0.93845844 0.9360773  0.9399755
 0.9339065  0.93836117 0.935984   0.9319695  0.9299164  0.9427039
 0.9338268  0.9305028  0.93396807 0.93753314 0.93466604 0.933093
 0.9349193  0.94426244 0.93050873 0.9298818  0.9256606  0.94268674
 0.9380578  0.9377445  0.9349654  0.93528    0.933017   0.93665016
 0.93767524 0.9358239  0.9263736  0.9414971  0.93715686 0.940773
 0.9422687  0.93412733 0.9325336  0.93472564 0.93321055 0.9383492
 0.9393821  0.94076604 0.9241707  0.94003534 0.9253963  0.9365892
 0.9396814  0.94146025 0.9276738  0.9229445 ]",96.36631560325623,285.4764348308205
GSymplecticNNgHMC,0.55,high_dimensional_gaussian,3.0261283e-05,"[0.92695117 0.93958515 0.929475   0.937267   0.9294545  0.94255084
 0.9413408  0.9470386  0.93283486 0.94288576 0.9412281  0.93322885
 0.93729085 0.94078434 0.9466591  0.94188917 0.9415263  0.93602145
 0.9412801  0.945106   0.94564307 0.93632096 0.9502801  0.9358536
 0.9416     0.9411547  0.9341731  0.9293213  0.9193492  0.9280127
 0.9356951  0.94186914 0.9396391  0.9396672  0.94566965 0.9367689
 0.9366083  0.94455546 0.9443468  0.9398097  0.94599617 0.939013
 0.9416466  0.92968196 0.9314029  0.9415509  0.93478316 0.9330497
 0.9330139  0.93778276 0.9420198  0.9384462  0.9360704  0.940006
 0.93393624 0.9383656  0.935974   0.93199766 0.9299214  0.94272506
 0.9338125  0.9305482  0.9339692  0.9375238  0.93468493 0.93308663
 0.93492335 0.9442806  0.9305171  0.92987967 0.92567277 0.94269294
 0.93806475 0.9377739  0.9349909  0.93529606 0.9330288  0.9366417
 0.9376781  0.9358198  0.92639875 0.9415118  0.93715    0.9407732
 0.9422579  0.93413734 0.93259895 0.9347491  0.9332228  0.938379
 0.93938637 0.94077826 0.9241227  0.94004    0.9254644  0.9365942
 0.93972826 0.9414775  0.92770576 0.9229828 ]",45.29540777206421,269.9412168115061
GradSymplecticNNgHMC,0.55,high_dimensional_gaussian,2.2570296e-07,"[0.92695206 0.9395749  0.9294801  0.9372767  0.9294483  0.94254553
 0.94132936 0.9470491  0.93285006 0.94286984 0.94123834 0.93324864
 0.93728846 0.94078255 0.94664896 0.9418812  0.9415104  0.9360332
 0.94129074 0.9451098  0.9456544  0.9363103  0.9502687  0.93584204
 0.9416121  0.9411702  0.9341525  0.92931306 0.9193842  0.92798376
 0.9356844  0.9418847  0.9396565  0.93964374 0.9456606  0.9367606
 0.93657494 0.94455385 0.9443424  0.9398097  0.94599617 0.9390186
 0.9416468  0.9296844  0.93138456 0.94155043 0.9347646  0.9330528
 0.93302715 0.93778676 0.94202393 0.9384596  0.9360768  0.9399799
 0.93391955 0.938364   0.935984   0.9319743  0.92990774 0.94270915
 0.93382233 0.93051636 0.9339797  0.93752956 0.93467855 0.9330946
 0.93492174 0.94427127 0.9305169  0.9298835  0.9256557  0.942695
 0.9380617  0.93775487 0.9349773  0.9352865  0.93302464 0.9366362
 0.9376756  0.93581796 0.92638767 0.94150865 0.9371604  0.9407754
 0.9422723  0.93412924 0.9325413  0.93473065 0.9332185  0.93836534
 0.9393741  0.9407715  0.9241699  0.94004965 0.92540777 0.9365963
 0.93968534 0.9414706  0.92768925 0.9229695 ]",266.6021177768707,273.1759822531753
GradGSymplecticNNgHMC,0.55,high_dimensional_gaussian,1.2779741e-05,"[0.92693746 0.9395704  0.92948854 0.93726444 0.9294611  0.9425454
 0.94132626 0.9470393  0.93285435 0.9428711  0.9412445  0.9332487
 0.9372904  0.940781   0.94665015 0.94187725 0.9415094  0.93602866
 0.9412737  0.9451132  0.9456484  0.93631446 0.9502721  0.93584514
 0.9416088  0.94116133 0.9341806  0.92932427 0.9193839  0.9280054
 0.93568027 0.9418888  0.9396639  0.939641   0.94566154 0.9367561
 0.93658257 0.944558   0.94433975 0.9398071  0.94599074 0.9390165
 0.9416587  0.92968315 0.9313741  0.9415448  0.93477666 0.93306893
 0.9330257  0.93778485 0.9420139  0.9384627  0.9360726  0.9399861
 0.9339258  0.9383561  0.9359872  0.93198097 0.929907   0.94271386
 0.9338106  0.9305316  0.93398726 0.9375221  0.93468475 0.93308663
 0.93492526 0.9442668  0.93051517 0.92988193 0.9256774  0.9427024
 0.9380655  0.937772   0.93496895 0.9352869  0.9330336  0.93662155
 0.9376745  0.93580556 0.92640114 0.94151664 0.9371593  0.9407686
 0.94225585 0.9341404  0.93254447 0.9347322  0.93320644 0.9383788
 0.93937653 0.9407818  0.92417973 0.94005513 0.9254279  0.9366063
 0.93969953 0.9414763  0.9276955  0.92297906]",158.27229809761047,274.26282537368473
RevGSymplecticNNgHMC,0.55,high_dimensional_gaussian,5.6315413e-15,"[0.92697614 0.9395838  0.9294831  0.937277   0.9294456  0.9425404
 0.9413576  0.9470594  0.93286127 0.942867   0.9412528  0.93328685
 0.9372923  0.9407841  0.9466671  0.94190013 0.94152826 0.93605745
 0.94131184 0.94510144 0.9456645  0.9363332  0.9502717  0.9358589
 0.94163394 0.94118613 0.9341812  0.9293088  0.9194021  0.928007
 0.9356589  0.9419173  0.9396547  0.9396376  0.94566464 0.9367544
 0.9365856  0.9445564  0.94434375 0.9397937  0.9459963  0.93903154
 0.9416566  0.92969024 0.9313911  0.94155014 0.93479097 0.93310136
 0.9330338  0.9377806  0.94202435 0.93846273 0.9360668  0.939979
 0.93391246 0.9383719  0.9359753  0.9319884  0.9299118  0.9427117
 0.93381834 0.93052423 0.93400335 0.9375264  0.9346863  0.9330918
 0.9349278  0.9442603  0.93052816 0.92988986 0.925645   0.94270754
 0.93808484 0.9377773  0.93498755 0.9353167  0.93303156 0.9366443
 0.9376826  0.93581885 0.9263927  0.9415209  0.93716884 0.9407773
 0.9422683  0.93412757 0.9325447  0.9347598  0.93322945 0.9383745
 0.93939155 0.9407855  0.92420197 0.9400878  0.92543447 0.93659985
 0.9397158  0.941501   0.92770404 0.9229819 ]",62.72814989089966,275.7757641761517
RevGradGSymplecticNNgHMC,0.55,high_dimensional_gaussian,5.1152925e-15,"[0.9269657  0.93957937 0.92946994 0.9372748  0.92944324 0.9425404
 0.9413411  0.9470525  0.93286264 0.94286966 0.9412462  0.9332599
 0.9372902  0.94078827 0.9466579  0.94188184 0.94151056 0.9360444
 0.941302   0.94510925 0.9456562  0.93631744 0.9502694  0.9358504
 0.9416156  0.94117296 0.9341695  0.92931414 0.91939545 0.928002
 0.93568075 0.94189453 0.9396528  0.93965185 0.9456605  0.9367533
 0.9365859  0.9445554  0.94434106 0.9397973  0.9459964  0.9390158
 0.94164705 0.92967165 0.93139356 0.94154894 0.9347805  0.93306386
 0.9330398  0.9377915  0.9420233  0.9384596  0.9360738  0.9399804
 0.933915   0.9383699  0.9359824  0.9319853  0.9299218  0.94270945
 0.9338136  0.930521   0.93399227 0.9375326  0.9346868  0.9330963
 0.9349278  0.9442641  0.93052787 0.929883   0.92564917 0.94269866
 0.9380676  0.93776166 0.93497884 0.93529737 0.9330291  0.9366452
 0.9376745  0.9358236  0.92639136 0.9415142  0.9371712  0.94077754
 0.94226617 0.93412656 0.93253917 0.9347455  0.9332232  0.93837327
 0.9393797  0.9407756  0.9242     0.94005936 0.9254304  0.9366002
 0.93969434 0.9414782  0.9276945  0.9229747 ]",282.4268112182617,286.40569406274244
HMC,0.55,normal_normal,1.9841073e-15,"[0.90244555 0.9292531  0.9237571  0.9353475  0.9381291  0.94597787
 0.9476813  0.9276034  0.9504149  0.94606084 0.9518215  0.9198388
 0.9469948  0.9243597  0.95136803 0.9452593  0.94463587 0.9356288
 0.922959   0.9348998  0.94655055 0.94360626 0.9425477  0.9442574
 0.94571465 0.95190704 0.9498911  0.95105314 0.93184566 0.93844163
 0.9190096  0.9400915  0.93431777 0.9502995  0.9292061  0.93899983
 0.93488705 0.91937035 0.9482216  0.9346551  0.94827837 0.9101403
 0.95028085 0.93217516 0.9160878  0.9270474  0.94846344 0.9284638
 0.9350939  0.9529675  0.9345204  0.9443215  0.9325397  0.95441836
 0.9478833  0.9359884  0.9288101  0.913407   0.94174993 0.95168227
 0.9508864  0.9381652  0.9312271  0.9458353  0.9153942  0.935616
 0.9413819  0.9523925  0.9387107  0.9171211  0.94878596 0.94004095
 0.94191456 0.9353614  0.9326867  0.91982794 0.94395685 0.94831216
 0.9515853  0.93780583 0.9529691  0.9447011  0.9536678  0.9332799
 0.9440079  0.9402555  0.9258475  0.94059485 0.9479434  0.95402586
 0.92493284 0.9223353  0.92275333 0.94852847 0.9349346  0.89521444
 0.9369627  0.9495961  0.94966024 0.92259204]",76.6509518623352,433.06511169906923
SymplecticNNgHMC,0.55,normal_normal,0.0005952791,"[0.9053768  0.9296764  0.92365426 0.93410635 0.9392437  0.9454538
 0.94731253 0.9066269  0.9502818  0.94634235 0.95240515 0.92065275
 0.9458833  0.92343533 0.9509506  0.94469327 0.9442123  0.9348642
 0.91846365 0.9343393  0.9460021  0.94339526 0.94344777 0.94354796
 0.94450444 0.95138264 0.94983673 0.95158565 0.9318053  0.9381839
 0.9148218  0.93771094 0.9343662  0.950401   0.9300062  0.934391
 0.9259135  0.92196864 0.94822896 0.9354143  0.94902384 0.91212463
 0.9497814  0.9329033  0.91619813 0.91645116 0.9491528  0.92636055
 0.9343133  0.95358133 0.93513036 0.9442522  0.9325228  0.9540459
 0.94737613 0.9363345  0.9300679  0.91168374 0.9408245  0.951693
 0.9503435  0.9361565  0.9309796  0.94632405 0.9151933  0.9355149
 0.94085664 0.9521989  0.9387054  0.91653633 0.94846314 0.9380443
 0.93828005 0.93456143 0.93296003 0.9031509  0.9447316  0.94762343
 0.9509667  0.9384665  0.9527521  0.9450647  0.9536284  0.93327284
 0.94421184 0.9395442  0.9269549  0.9388689  0.94774026 0.9543266
 0.9218947  0.91721505 0.92327565 0.94821775 0.93565464 0.89533246
 0.93781996 0.9489538  0.95027435 0.9118101 ]",76.23377537727356,108.34932388304043
GSymplecticNNgHMC,0.55,normal_normal,8.9131194e-05,"[0.902735   0.9292388  0.92369574 0.9354353  0.9377122  0.94600886
 0.94758576 0.9269966  0.95046014 0.94601    0.9518008  0.9197464
 0.9470378  0.9239931  0.9513328  0.9452578  0.94456786 0.9348743
 0.9234232  0.93494606 0.94654036 0.94353265 0.94240636 0.94422317
 0.94586325 0.9519477  0.949901   0.95099723 0.93196726 0.9385924
 0.9229126  0.9402695  0.9345991  0.9503654  0.9291303  0.9386991
 0.9349234  0.9192314  0.9482138  0.9345168  0.94820374 0.90998167
 0.9502525  0.931839   0.9161148  0.9271656  0.9483503  0.92884606
 0.9352715  0.95296854 0.93430245 0.94439477 0.9324545  0.9543996
 0.9478034  0.9359541  0.9287733  0.9135685  0.9416344  0.95167243
 0.95084494 0.9385146  0.93113124 0.9458232  0.9152268  0.93550676
 0.94135404 0.95237243 0.9387362  0.917066   0.9487631  0.94014823
 0.9423313  0.9353174  0.93268245 0.9205059  0.9439065  0.9482915
 0.9515587  0.9376333  0.9529445  0.9446486  0.9536736  0.9332282
 0.94401616 0.94028825 0.92596716 0.9407699  0.9478657  0.95402473
 0.9251207  0.92293787 0.9228527  0.94854367 0.9349281  0.8951875
 0.93695515 0.94970894 0.94963455 0.9233172 ]",47.75330471992493,462.2130443668529
GradSymplecticNNgHMC,0.55,normal_normal,0.00025528515,"[0.90584016 0.92942446 0.92372626 0.9345338  0.93971837 0.94542074
 0.94734967 0.9089617  0.95032763 0.9464773  0.9526086  0.92040205
 0.9460248  0.9238612  0.95090735 0.9445491  0.94415927 0.9368502
 0.9183571  0.9344882  0.94610894 0.9432473  0.9426211  0.9434962
 0.9445393  0.95128906 0.9498223  0.95178765 0.9319253  0.93842715
 0.9154738  0.9380085  0.93418235 0.9503716  0.92968553 0.93566537
 0.92680717 0.92147684 0.9482629  0.9355645  0.94912785 0.9115867
 0.94978416 0.9332654  0.9166206  0.91602206 0.94932026 0.92658174
 0.93463916 0.95361376 0.9346954  0.94429386 0.93233556 0.9539807
 0.94713914 0.93632364 0.92984366 0.910923   0.9405482  0.951733
 0.9501814  0.9372632  0.9308938  0.94600177 0.9150491  0.93539095
 0.9406685  0.95218575 0.9386157  0.9164386  0.9485121  0.93862504
 0.93899953 0.9346747  0.93259424 0.9048686  0.9446399  0.94766015
 0.9510004  0.93801653 0.9527294  0.9448085  0.9536499  0.93301916
 0.94408625 0.93969905 0.9270596  0.93892574 0.94758576 0.95442903
 0.9210514  0.918707   0.9231949  0.94826835 0.9354674  0.89496183
 0.9376773  0.94938946 0.95056665 0.9131994 ]",117.20183658599854,105.45057511026751
