model,training_size,distribution,reversibility_error,hamiltonian_error,time,ess
RevGradGSymplecticNNgHMC,0.1,high_dimensional_gaussian,6.1188275e-15,"[0.93449754 0.94254243 0.9287374  0.94065225 0.9427308  0.9334308
 0.9333193  0.93491024 0.9305665  0.9437949  0.93688536 0.92812884
 0.93779886 0.9423055  0.9317559  0.9465687  0.93425226 0.93830794
 0.93689966 0.9371864  0.93431926 0.94363916 0.9325261  0.93738717
 0.94138885 0.9383668  0.9368271  0.937896   0.9359843  0.9419699
 0.9352082  0.93785846 0.9424137  0.94058573 0.9313973  0.9427761
 0.9383422  0.93438405 0.94300073 0.9382715  0.9382989  0.9329685
 0.9426624  0.9298751  0.940773   0.92887485 0.946308   0.9390557
 0.93797576 0.9396522  0.93644977 0.93571615 0.93407285 0.9407282
 0.939825   0.9294192  0.93131846 0.93552226 0.9433681  0.9414176
 0.93995106 0.9310898  0.93150395 0.9409799  0.93920773 0.938238
 0.9427888  0.9299983  0.93165696 0.9382291  0.9365705  0.93727654
 0.9417219  0.94620913 0.9382512  0.9370834  0.939861   0.9354924
 0.9388312  0.92228955 0.9379589  0.9340498  0.94366616 0.9367074
 0.92969674 0.938146   0.94116414 0.9415156  0.9377367  0.93793076
 0.9327245  0.9322061  0.92502016 0.92316115 0.93292445 0.9342308
 0.9288968  0.93035305 0.93467665 0.9357888 ]",84.28592085838318,345.9950923410404
HMC,0.1,normal_normal,2.13312e-15,"[0.9419713  0.93967456 0.9297793  0.93966806 0.9120389  0.94961715
 0.95286006 0.94392747 0.928661   0.9400296  0.9522556  0.90814567
 0.9358915  0.9382409  0.94075763 0.94707745 0.9514103  0.928864
 0.95425737 0.9398617  0.9500806  0.9427699  0.9479529  0.9448103
 0.952114   0.938122   0.92938346 0.94952023 0.9384546  0.9219648
 0.9410369  0.9463192  0.9443313  0.95074797 0.9262359  0.95028126
 0.93458486 0.906227   0.9493997  0.90439355 0.9482479  0.93533945
 0.9467602  0.9411778  0.9477942  0.9494464  0.9495179  0.9448967
 0.91986406 0.9210528  0.9065296  0.94962597 0.94067955 0.93173236
 0.9495758  0.952697   0.904899   0.94624233 0.9224054  0.9217474
 0.9360646  0.9477781  0.90530133 0.94730234 0.95116585 0.94848585
 0.9545746  0.95482016 0.8825302  0.9385737  0.94016826 0.9375528
 0.9362115  0.93187875 0.9513957  0.9452853  0.9120536  0.94755507
 0.9426249  0.9365138  0.9555475  0.93730056 0.94025326 0.9488938
 0.94893116 0.9233715  0.9179621  0.94286406 0.95062006 0.95458287
 0.951983   0.93314475 0.93711394 0.9110489  0.9174875  0.95367014
 0.9087423  0.9364151  0.93878764 0.9188821 ]",78.66028666496277,469.8560873380105
SymplecticNNgHMC,0.1,normal_normal,0.0004905851,"[0.94106597 0.93995947 0.9299927  0.9393662  0.87348384 0.94888085
 0.9528174  0.94061077 0.92882967 0.9401722  0.95273113 0.89804566
 0.93512034 0.9381363  0.9380109  0.94650716 0.95098615 0.92565966
 0.95413435 0.938851   0.9488601  0.94234514 0.94796985 0.944483
 0.95203614 0.93748045 0.9173967  0.9489143  0.938732   0.92240405
 0.941432   0.94505584 0.94318426 0.9504007  0.9255392  0.9511471
 0.92208475 0.9080841  0.9482962  0.9060559  0.94911355 0.9354056
 0.94596064 0.9396751  0.94693744 0.9497657  0.9497807  0.94181395
 0.91523206 0.9217703  0.908594   0.94933146 0.94051397 0.93173695
 0.9483871  0.9518797  0.9071226  0.94659424 0.9225556  0.9194077
 0.9358643  0.94587123 0.90552825 0.9476068  0.9503194  0.9485342
 0.9544594  0.9544305  0.88645256 0.9384601  0.93943167 0.9362995
 0.92739546 0.93188477 0.9511182  0.9465205  0.89800644 0.9466893
 0.94223374 0.93149346 0.9553478  0.93740404 0.94002795 0.9489355
 0.94881797 0.92667264 0.91874266 0.94196504 0.95006764 0.9546989
 0.95144737 0.91804504 0.9379808  0.91218305 0.91792524 0.95318836
 0.9091059  0.9342092  0.93778765 0.91387355]",63.77801752090454,1.3562027828618963
GSymplecticNNgHMC,0.1,normal_normal,0.00034785224,"[0.9415266  0.93983257 0.92993546 0.94001764 0.904679   0.94981086
 0.95279634 0.94169986 0.9289427  0.9400176  0.9525231  0.91053534
 0.9358794  0.9382868  0.93968034 0.9472178  0.95155686 0.92801905
 0.95432806 0.9401226  0.9499916  0.94273853 0.9480095  0.9449744
 0.9519962  0.9382283  0.92625827 0.9489994  0.9386716  0.92252177
 0.9411196  0.94558823 0.9429077  0.95091367 0.92670035 0.950906
 0.92976177 0.9055699  0.94892025 0.90290374 0.94867754 0.93566793
 0.94703376 0.94113195 0.9479393  0.94944954 0.94950056 0.94414824
 0.91901314 0.9215101  0.9058735  0.9495029  0.9410244  0.9316403
 0.949576   0.95239925 0.90493816 0.9467697  0.92281294 0.9220761
 0.93595046 0.9469525  0.9028287  0.94739217 0.9513341  0.9487633
 0.9545371  0.95476377 0.88221836 0.93882436 0.9406285  0.9372238
 0.9337396  0.9315755  0.9511379  0.9462898  0.91621184 0.9478134
 0.9428768  0.9353663  0.9554722  0.93743443 0.94055027 0.9489783
 0.9492428  0.9259555  0.91620225 0.94284725 0.9508171  0.9546181
 0.9520161  0.9292903  0.9371845  0.90676755 0.91772306 0.9534583
 0.90911794 0.9367692  0.93915987 0.9225044 ]",28.471566438674927,306.6447840431718
GradSymplecticNNgHMC,0.1,normal_normal,0.00025452464,"[0.94100493 0.9399252  0.9299914  0.9392872  0.8754541  0.94882363
 0.9527771  0.94100755 0.9287032  0.94022083 0.95281136 0.89843005
 0.9350945  0.93808556 0.93815076 0.9464561  0.95095366 0.9260453
 0.95410705 0.93883437 0.94883364 0.94237804 0.9479598  0.9444785
 0.9520259  0.9374435  0.9178438  0.94899464 0.93870753 0.92221355
 0.9413726  0.9452602  0.9435083  0.9503471  0.92538595 0.95129097
 0.92273796 0.9081234  0.948403   0.9060186  0.94919837 0.9352938
 0.9458639  0.93968093 0.94685334 0.9498035  0.9498693  0.9421462
 0.9154451  0.92157984 0.90865755 0.949521   0.9404046  0.9316566
 0.9483735  0.9518339  0.90705985 0.94665587 0.9225022  0.9195473
 0.93584937 0.94616526 0.9055969  0.9475454  0.9502443  0.9485418
 0.9544791  0.9543996  0.8861775  0.93838453 0.9393076  0.9364263
 0.9278054  0.93179435 0.95120335 0.9467584  0.89865965 0.94664085
 0.94213486 0.93198097 0.95533407 0.93733716 0.9399292  0.9488914
 0.948938   0.92670524 0.91864395 0.9420347  0.95000595 0.95466185
 0.95142096 0.9189922  0.9378597  0.91215086 0.9177548  0.9532409
 0.9089626  0.9343865  0.93789786 0.91426766]",75.39543008804321,1.7115069708742023
GradGSymplecticNNgHMC,0.1,normal_normal,9.210062e-05,"[0.9417645  0.9397518  0.9298153  0.9401059  0.908582   0.94977134
 0.9528402  0.9426176  0.9287667  0.93990016 0.952631   0.911042
 0.9360131  0.9384241  0.9397863  0.9472623  0.9515218  0.92778456
 0.9542893  0.9402007  0.9501014  0.94266146 0.9480223  0.9449551
 0.95205873 0.9382774  0.92740726 0.94924533 0.938605   0.92220676
 0.9409353  0.94584435 0.9437474  0.95084846 0.92669743 0.95098466
 0.93157804 0.9058908  0.9490346  0.90326774 0.94855756 0.9355117
 0.9469604  0.9413775  0.94796133 0.94940037 0.94978446 0.94488907
 0.91910744 0.9212574  0.90629756 0.9495592  0.940855   0.9315834
 0.9496937  0.9525337  0.9049732  0.9467076  0.92283314 0.9220268
 0.9360334  0.9474885  0.90234137 0.94729394 0.95130634 0.9487113
 0.95455873 0.9547903  0.88228506 0.93877524 0.9404785  0.93698233
 0.93467355 0.93156743 0.9511827  0.94636095 0.9174421  0.94778204
 0.9427397  0.93581724 0.9555175  0.93731654 0.9404037  0.9488658
 0.94922674 0.9255525  0.91643274 0.94295496 0.9507558  0.9545728
 0.9520377  0.9306585  0.936918   0.90687835 0.91741514 0.95357835
 0.9087181  0.93692464 0.9394158  0.9232318 ]",31.313579082489014,364.9391014685269
RevGSymplecticNNgHMC,0.1,normal_normal,3.8208542e-15,"[0.9414196  0.9397826  0.92996097 0.93980503 0.9058955  0.94972074
 0.9527935  0.94216585 0.92872036 0.9402516  0.9526081  0.9110702
 0.93573296 0.9380207  0.9398675  0.9471151  0.9514629  0.92800444
 0.95427656 0.9398819  0.9499375  0.9428134  0.94792336 0.9447478
 0.95205164 0.9380821  0.9272685  0.9492074  0.9386341  0.92223567
 0.94113517 0.9456936  0.94331884 0.9508345  0.9264466  0.95097196
 0.9308429  0.905509   0.94909495 0.9026646  0.9486947  0.935569
 0.94691557 0.9409212  0.94777393 0.94940233 0.9496128  0.9445398
 0.91937625 0.9214083  0.9058002  0.9495794  0.9408964  0.93150896
 0.94946927 0.9523934  0.9045271  0.94692576 0.92259026 0.92222834
 0.9358783  0.9472598  0.9025502  0.9473424  0.9512524  0.94863147
 0.9545781  0.9547534  0.8820233  0.9387447  0.9404458  0.9373468
 0.9344518  0.93145627 0.9511992  0.9462954  0.9169466  0.9476902
 0.942765   0.935542   0.95549935 0.93734205 0.94043946 0.9489705
 0.9493245  0.9259917  0.9160821  0.9430332  0.95073605 0.95459527
 0.95196426 0.92993563 0.9371809  0.90642023 0.91745925 0.95358753
 0.90891665 0.936911   0.9393713  0.92291677]",36.58675289154053,429.328822961527
RevGradGSymplecticNNgHMC,0.1,normal_normal,3.2403095e-15,"[0.9417469  0.93973446 0.92987144 0.94003886 0.9084854  0.9497775
 0.9528159  0.9426731  0.92865527 0.9400551  0.95264405 0.911214
 0.9359925  0.9383289  0.9398413  0.9472121  0.95149773 0.9280462
 0.9542715  0.940221   0.9501058  0.9427578  0.9479715  0.9449072
 0.95205975 0.93824    0.92769784 0.94928426 0.9385928  0.92208767
 0.94096965 0.9458537  0.9437833  0.9508311  0.9266569  0.95101494
 0.9317476  0.9058153  0.9491136  0.9030761  0.94862604 0.9354865
 0.946932   0.9413516  0.94790477 0.9493607  0.9497628  0.94490165
 0.9193444  0.92119694 0.9062904  0.9496087  0.9408109  0.93155205
 0.94967264 0.95251083 0.9048416  0.9468694  0.922899   0.9221159
 0.9360053  0.947544   0.90224504 0.94725907 0.9512925  0.9486779
 0.9545678  0.95478606 0.88202876 0.9387306  0.94047517 0.937188
 0.9348898  0.93157005 0.95120996 0.9463911  0.91760176 0.94778645
 0.9427487  0.93581843 0.9555142  0.93728995 0.94040287 0.948884
 0.94928205 0.9256389  0.9163384  0.9430232  0.9507413  0.9545624
 0.9520237  0.9307723  0.9369174  0.906609   0.9172653  0.95360386
 0.9086327  0.93699026 0.9394593  0.92329633]",43.199636936187744,432.31335472596675
HMC,0.325,banana,2.9544707e-13,"[0.9136629  0.97458047 0.9694066  0.86021256 0.9223572  0.9564528
 0.80573624 0.9143316  0.9841969  0.8776762  0.9342344  0.81894606
 0.9589972  0.672059   0.9652046  0.8945257  0.98023987 0.91056967
 0.882082   0.91805714 0.9383693  0.9983306  0.75036347 0.9252094
 0.8431293  0.9821248  0.9510511  0.92776275 0.93774724 0.8950748
 0.9714434  0.97500247 0.88969135 0.95240897 0.82841414 0.97994995
 0.92333364 0.8420094  0.99536407 0.95121306 0.95491016 0.98882055
 0.9542934  0.66562605 0.7783328  0.9055518  0.8142648  0.9041524
 0.9634881  0.93402404 0.8763072  0.92855835 0.9912983  0.98224175
 0.9182075  0.8888172  0.9232575  0.8984469  0.9538819  0.932578
 0.9251756  0.92652553 0.9752724  0.9332127  0.8724033  0.9714464
 0.9009414  0.9285738  0.9111055  0.8611412  0.87033385 0.9652471
 0.9782035  0.9572946  0.93559444 0.9139819  0.8619301  0.9404198
 0.97720546 0.8585779  0.9576954  0.96081656 0.97401565 0.96984756
 0.9579464  0.9320833  0.9199721  0.7537154  0.9184789  0.9853562
 0.92194813 0.9610836  0.9140946  0.9662566  0.8906423  0.96808
 0.95071065 0.9700591  0.94107217 0.8910567 ]",20.231887102127075,1.5521622640363804
SymplecticNNgHMC,0.325,banana,0.03267696,"[0.9056708  0.95942086 0.6908649  0.55393577 0.8322684  0.89756536
 0.18266201 0.75453293 0.97510695 0.81383216 0.97147465 0.8992256
 0.7134309  5.603788   0.95493066 0.6779845  0.75274456 0.7275297
 0.1089692  0.7706331  0.7113273  0.9961939  3.9808745  0.6210539
 0.85479826 0.9830669  0.8909358  0.88330674 0.9012918  0.33943576
 0.81821287 0.9235172  0.53393215 0.83771104 0.33734125 0.97784734
 0.9119462  0.4884165  0.99438775 0.8512213  0.8982706  0.9889393
 0.87971807 0.28173208 0.46912092 0.41983518 0.7582973  0.57846296
 0.9135934  0.66792524 0.23923132 0.6527042  0.98540306 0.7530079
 0.9718084  0.7407505  0.09672042 0.8946676  0.9516337  0.88110083
 0.74427605 0.8419086  0.9593276  0.0685335  0.55884564 0.83147186
 0.80229044 0.9325422  0.90361804 0.37943262 0.8937394  0.91719437
 0.959967   0.9731517  0.86229724 0.7331495  0.7392528  0.9123821
 0.9022523  0.09446213 0.72681653 0.40263852 0.9122132  0.58906144
 0.75900304 0.8058793  0.9407866  0.23440257 0.7270729  0.9757301
 1.2335361  0.9262943  0.8259764  0.80652916 0.952965   0.9087801
 0.95672625 0.75719416 0.9250897  0.9181061 ]",49.23997116088867,1.3470376394485952
GSymplecticNNgHMC,0.325,banana,29490.54,"[9.2066431e-01 1.2635873e+04 3.9249402e+04 1.1199789e+04 5.4654253e+03
 2.0919342e+05 2.3047771e+04 1.0697909e+06 6.8373315e+03 7.6918483e-01
 1.1077496e+03 3.0620906e+05 9.4645544e+05 6.4086388e+05 7.6661646e-01
 3.5031765e+03 2.0271254e+03 2.0678396e+04 5.9225881e+05 5.6029762e+04
 1.6985059e+05 9.9671650e-01 3.7554409e+05 3.2308762e+01 4.9596381e-01
 9.3172359e-01 7.8511143e-01 8.7819284e-01 3.3927925e+03 4.8814866e-01
 1.0669830e+02 7.6377010e-01 8.4012851e-02 1.9713212e+05 2.1488824e+04
 9.7902262e-01 1.7090515e+02 5.8384043e+03 9.9516380e-01 5.6755471e-01
 1.2906329e+06 9.8833930e-01 6.9178477e+03 4.6523508e-01 8.3438400e+05
 6.5321240e+03 1.9404697e+05 8.5066094e+04 7.9112625e-01 1.6783970e+05
 2.4894023e+03 6.4097788e+03 2.0495537e+01 3.1109125e+05 6.3731575e+05
 5.6117512e+05 1.6614192e+05 8.9156127e-01 9.1876620e-01 1.9538922e+06
 8.8828754e-01 4.0864629e+03 1.8762392e+05 3.3478150e+05 1.6266279e+03
 1.3564827e+03 7.8823030e-01 9.1964930e-01 5.1922919e+05 3.4465346e-01
 2.9078574e+03 8.9395809e-01 1.1688547e+03 4.7909072e+03 1.0792800e+04
 6.1954558e-01 7.1998543e-01 9.1606557e-01 7.8044009e-01 5.2629805e+04
 4.6815407e-01 1.6009202e+06 1.8716942e+05 2.6141853e+05 4.8409675e+05
 1.5014854e+06 3.2855859e+03 1.4230037e-01 2.8838732e+04 2.6747207e+03
 4.6323856e+05 9.2974824e-01 8.2677853e-01 5.4466962e+05 1.3424705e+04
 1.7185693e+04 7.2339990e+03 2.8620590e+04 5.5062594e+05 9.6743484e+04]",17.27359652519226,7.84879520662186
GradSymplecticNNgHMC,0.325,banana,0.025959514,"[0.9043821  0.9589791  0.68941045 0.4784596  0.8255609  0.89282084
 0.08027492 0.7399154  0.9722209  0.79689586 0.9711336  0.877854
 0.7087221  5.2849045  0.9554123  0.6040799  0.75613177 0.71511674
 0.11912708 0.77259207 0.710037   0.99656314 3.7717757  0.62670743
 0.8278637  0.9834082  0.8726975  0.8779094  0.90357894 0.24955523
 0.81964624 0.9250474  0.46084476 0.8350581  0.17079376 0.97775984
 0.8876783  0.51048774 0.9944943  0.82693756 0.8915352  0.98911273
 0.85589397 0.26092046 0.32352164 0.43175846 0.6817595  0.51525205
 0.91441554 0.66239923 0.27065873 0.6532133  0.9850726  0.74939823
 0.9215778  0.6908414  0.06872094 0.8958003  0.95141476 0.87716407
 0.74051464 0.83436984 0.9564928  0.06552054 0.5262785  0.8352072
 0.8057288  0.93521965 0.8879485  0.39431116 0.866909   0.91864556
 0.96079826 0.9725455  0.862206   0.7341828  0.72864217 0.9156641
 0.88532704 0.08601471 0.6962487  0.38480052 0.91109705 0.5836446
 0.7506484  0.80045193 0.9420943  0.18657815 0.7276192  0.97469616
 1.1854247  0.927253   0.82821465 0.8031534  0.9525263  0.90120405
 0.95011234 0.75537103 0.9154763  0.9057255 ]",74.22914218902588,1.3074025847318893
GradGSymplecticNNgHMC,0.325,banana,12222.492,"[9.25629735e-01 9.69457397e+02 2.58450244e+03 9.19390381e+02
 4.32432709e+02 1.23049102e+04 1.72148608e+03 5.69965312e+04
 5.86646423e+02 7.69047618e-01 1.22357750e+02 1.75499453e+04
 5.15017891e+04 3.27461211e+04 7.38724887e-01 3.41626709e+02
 1.88717575e+02 1.39172009e+03 3.18895430e+04 3.59566797e+03
 1.00007480e+04 9.96997356e-01 1.92450195e+04 1.19108295e+00
 4.94328111e-01 9.24103975e-01 7.79912472e-01 8.76464069e-01
 3.11094452e+02 5.01310825e-01 9.66212845e+00 7.30669677e-01
 9.02179331e-02 1.13392295e+04 1.62572839e+03 9.79199588e-01
 2.33641357e+01 4.51989594e+02 9.95255947e-01 5.72124720e-01
 6.80090547e+04 9.88817096e-01 6.04395752e+02 3.53168100e-01
 4.67226953e+04 4.94270020e+02 1.15100293e+04 5.38336621e+03
 7.64908969e-01 9.55050977e+03 1.99041672e+02 4.97933533e+02
 1.07107615e+00 1.74892285e+04 3.40199219e+04 3.17071152e+04
 9.53564746e+03 8.94937992e-01 9.29983020e-01 1.03845125e+05
 8.90144706e-01 3.72401672e+02 1.10879717e+04 1.80355371e+04
 1.77947632e+02 1.31631226e+02 7.92378187e-01 9.18067336e-01
 2.92784199e+04 3.83955181e-01 2.88532959e+02 8.97812724e-01
 1.22883179e+02 4.32461670e+02 8.22699890e+02 5.94856977e-01
 7.17156768e-01 9.14301038e-01 7.76315808e-01 3.11228394e+03
 4.52122152e-01 8.35192500e+04 1.09406172e+04 1.45850967e+04
 2.64125918e+04 8.11365547e+04 3.09776703e+02 1.65524840e-01
 1.99267065e+03 2.58396454e+02 2.47077383e+04 9.25388277e-01
 8.17018688e-01 3.02357012e+04 1.04658594e+03 1.30587915e+03
 6.10844360e+02 1.92825366e+03 3.04104023e+04 5.92686133e+03]",26.337438821792603,16.47108358139723
RevGSymplecticNNgHMC,0.325,banana,3.759523e-13,"[9.2682713e-01 9.7099698e-01 9.5382869e-01 3.6908722e-01 7.3880923e-01
 4.9097080e+00 3.4421468e-01 4.8363842e+01 9.8733473e-01 7.6421595e-01
 9.5721048e-01 1.0895618e+01 3.3518906e+01 6.2087240e+00 9.5092320e-01
 6.6131151e-01 6.2313163e-01 8.0004781e-01 1.3526634e+01 8.6480141e-01
 1.2339880e+00 9.9494547e-01 1.5031565e+00 4.5869240e-01 7.1351671e-01
 9.8243713e-01 8.2624769e-01 8.7087572e-01 8.1052017e-01 3.9370745e-02
 6.8230009e-01 8.9611787e-01 2.5176167e-01 2.3830781e+00 5.4121757e-01
 9.7942650e-01 9.4126290e-01 5.4088700e-01 9.9505347e-01 7.6153272e-01
 5.1498730e+01 9.8893631e-01 8.9541715e-01 2.8199863e-01 4.7535027e+01
 4.4404516e-01 7.2403235e+00 1.9348624e+00 8.9310187e-01 8.9432019e-01
 2.6172376e-01 6.1609578e-01 9.6100271e-01 5.9018698e+00 1.2624705e+01
 2.6669907e+01 6.9257259e-02 8.9643443e-01 9.4793165e-01 8.2721008e+01
 8.1482828e-01 9.0488452e-01 3.6020093e+00 4.4401817e+00 6.9583166e-01
 7.2643030e-01 7.7548599e-01 9.3597621e-01 2.1392971e+01 3.7159604e-01
 9.1118670e-01 8.8831896e-01 8.8057935e-01 9.6074742e-01 8.7604332e-01
 7.0380950e-01 7.0972508e-01 9.2644870e-01 8.4507859e-01 8.2337511e-01
 6.1068690e-01 5.7351891e+01 2.4446809e+00 3.4080310e+00 1.2852196e+01
 6.1879967e+01 8.8688457e-01 6.1801702e-02 8.9117587e-01 9.6897948e-01
 6.3457651e+00 9.2729211e-01 8.2705534e-01 1.6381447e+01 9.3905962e-01
 8.7945074e-01 9.6651495e-01 9.4338816e-01 2.1550472e+01 1.0810332e+00]",24.4736065864563,3.9417205229661154
RevGradGSymplecticNNgHMC,0.325,banana,5.3605805e-14,"[9.2622185e-01 9.7391796e-01 9.5428979e-01 3.3591628e-01 7.6471496e-01
 4.1618032e+00 4.0163964e-01 4.0725502e+01 9.8656356e-01 7.6305914e-01
 9.6180600e-01 9.3762045e+00 2.7340122e+01 4.1485558e+00 9.2005253e-01
 6.3293779e-01 6.5320468e-01 8.1469297e-01 1.0714159e+01 8.7151140e-01
 8.5687017e-01 9.9512166e-01 7.1434319e-01 4.8342416e-01 6.5847373e-01
 9.7509265e-01 8.1403542e-01 8.7087435e-01 8.2960224e-01 1.6609445e-01
 7.0137042e-01 8.5647649e-01 2.0257890e-01 1.8566892e+00 5.8158123e-01
 9.7942895e-01 9.3646419e-01 5.7702625e-01 9.9505329e-01 7.1874923e-01
 4.2484337e+01 9.8891944e-01 8.7719482e-01 2.6223630e-01 4.0603905e+01
 4.8456138e-01 6.4159384e+00 1.7957729e+00 8.6251897e-01 5.5640018e-01
 3.0617824e-01 6.4980137e-01 9.6570718e-01 4.7307949e+00 9.7360706e+00
 2.2795080e+01 2.7262396e-01 8.9647740e-01 9.4909018e-01 6.7416237e+01
 8.6518991e-01 8.9722311e-01 3.0100029e+00 3.3277588e+00 6.7576504e-01
 7.5145507e-01 7.7770567e-01 9.3311894e-01 1.8132816e+01 3.7987250e-01
 8.9871186e-01 8.8979328e-01 8.9420021e-01 9.6701473e-01 8.9247644e-01
 6.6868889e-01 7.0798224e-01 9.3123621e-01 8.2896662e-01 8.1444395e-01
 5.7071537e-01 4.6308571e+01 1.9318064e+00 2.6050270e+00 1.0499062e+01
 5.0394806e+01 9.0066832e-01 1.1514096e-02 8.9601535e-01 9.7481698e-01
 4.6880093e+00 9.2467844e-01 8.2059085e-01 1.3416876e+01 9.3194813e-01
 8.6202067e-01 9.6074837e-01 9.4867963e-01 1.8268303e+01 9.0640855e-01]",36.40461778640747,11.913431003223277
HMC,0.325,gaussian,3.242175e-15,"[0.92501545 0.9514739  0.92193437 0.930381   0.9284352  0.9476902
 0.9428822  0.9342985  0.9337019  0.9417402  0.93566775 0.92584294
 0.941749   0.9138376  0.94628453 0.94705266 0.93641156 0.95320797
 0.9329519  0.93604875 0.9375905  0.9237744  0.89629555 0.9263785
 0.90381044 0.95179933 0.9444287  0.94321585 0.9440648  0.9164168
 0.94267505 0.9331341  0.95521295 0.9373097  0.900493   0.9518856
 0.9314709  0.90654993 0.92288935 0.9464836  0.93455625 0.95067394
 0.9366331  0.94431305 0.9464604  0.95621395 0.9224195  0.945666
 0.9392378  0.9415414  0.9119885  0.9307782  0.9459771  0.9348097
 0.9574398  0.95295036 0.9529098  0.93691003 0.9479725  0.9577489
 0.9478382  0.9412548  0.9497818  0.95245886 0.9197709  0.93555284
 0.9361433  0.9370772  0.9435096  0.92557526 0.94750893 0.9449805
 0.9299474  0.9121474  0.94297236 0.9444356  0.93131745 0.9459784
 0.9212133  0.9200722  0.93575037 0.9383735  0.92896295 0.955034
 0.95517874 0.93736565 0.93225545 0.926136   0.9436804  0.93796843
 0.9160761  0.9488106  0.95618784 0.94655275 0.9492759  0.93643874
 0.9114269  0.9391374  0.9534911  0.9563359 ]",16.907794713974,2359.9613936004384
SymplecticNNgHMC,0.325,gaussian,9.16942e-05,"[0.9253933  0.9514313  0.92218256 0.93016565 0.92881465 0.9477739
 0.94318867 0.93443286 0.93370426 0.94177556 0.9355575  0.92598647
 0.94182205 0.91383666 0.94625586 0.9470023  0.93645996 0.95301056
 0.933079   0.93635404 0.9374776  0.92386997 0.8962328  0.9264354
 0.90426415 0.95158184 0.9444384  0.943196   0.9442594  0.9163911
 0.9424419  0.93309975 0.95506275 0.9374461  0.90045714 0.9517956
 0.93138665 0.90659684 0.9226309  0.9465122  0.9345155  0.95093155
 0.93667555 0.9441109  0.9465493  0.95623225 0.92216    0.9457059
 0.9391334  0.9412625  0.91190046 0.9309082  0.94618595 0.9350009
 0.95743203 0.9528136  0.9530443  0.9368126  0.94810146 0.9576838
 0.9477631  0.94125336 0.9498212  0.952683   0.91993874 0.93577766
 0.9364249  0.9373231  0.9434222  0.9257386  0.9476012  0.94510067
 0.92995423 0.9120512  0.9430275  0.9444246  0.9313903  0.9460151
 0.92114776 0.92040706 0.9357077  0.9385598  0.9291109  0.95484495
 0.9552857  0.93721336 0.9323406  0.9259417  0.94359183 0.9379336
 0.91580045 0.94885457 0.9562378  0.94638366 0.94914865 0.9362861
 0.9116453  0.9392122  0.95372164 0.9564332 ]",29.421004056930542,2382.4040320609297
GSymplecticNNgHMC,0.325,gaussian,0.00017626978,"[0.9247918  0.95148945 0.9217818  0.9301142  0.928126   0.9476485
 0.9426634  0.93438214 0.9335699  0.9416859  0.93562764 0.9256081
 0.9418785  0.91394365 0.9463412  0.94718266 0.9364359  0.95329875
 0.9328246  0.93596953 0.93772143 0.9237387  0.8960233  0.92627734
 0.9034014  0.9517845  0.9442622  0.94340056 0.9439453  0.91669583
 0.94286215 0.9334402  0.9553787  0.93716353 0.90074944 0.9520664
 0.93125474 0.9064376  0.9231834  0.9464814  0.9343635  0.950524
 0.93677247 0.94440615 0.94636    0.9562403  0.9222469  0.94556993
 0.9394746  0.9415142  0.9120703  0.9305272  0.94580114 0.93450683
 0.95746076 0.9530821  0.952872   0.93686783 0.94783664 0.9577447
 0.94776124 0.9411742  0.9497057  0.95248103 0.9197159  0.93551177
 0.9360501  0.93707144 0.9436984  0.9256854  0.94739455 0.94489515
 0.93001163 0.91250074 0.94286263 0.94428873 0.9312252  0.9460043
 0.92130584 0.9198526  0.93593687 0.938301   0.9290477  0.95515406
 0.9551072  0.9374539  0.93209016 0.92591286 0.9437079  0.9379624
 0.9161417  0.94886625 0.9562979  0.9465131  0.9493103  0.9365933
 0.91149324 0.9392395  0.95347375 0.9563133 ]",9.662951946258545,14.750179718876273
GradSymplecticNNgHMC,0.325,gaussian,2.2261538e-05,"[0.92556036 0.95162225 0.92259806 0.9316768  0.9288935  0.9481649
 0.94350064 0.93454015 0.933881   0.9421537  0.9362539  0.9259447
 0.94176304 0.9142925  0.94630593 0.9470099  0.9366643  0.95330334
 0.9331405  0.93625706 0.9376461  0.9242096  0.8961556  0.9268815
 0.9043242  0.9518714  0.94464767 0.9435909  0.9443277  0.9171595
 0.94287026 0.933294   0.95519626 0.93777657 0.9005076  0.95186853
 0.9317254  0.90682507 0.92316145 0.9471166  0.93478656 0.9510738
 0.93671656 0.9442886  0.9464814  0.9562439  0.9227373  0.94579935
 0.9392594  0.9416541  0.9121227  0.9312021  0.9461874  0.9355971
 0.9574702  0.952898   0.9529505  0.9374882  0.9481052  0.9577279
 0.9480648  0.94194543 0.9498333  0.95260394 0.91998315 0.93574417
 0.9365678  0.9371114  0.943475   0.9261359  0.9475783  0.9450593
 0.93020916 0.9123272  0.94299096 0.94448537 0.93133634 0.9464029
 0.9213246  0.9207553  0.93596685 0.9389671  0.9290103  0.9549985
 0.9552974  0.9378381  0.93280506 0.9262833  0.94377935 0.9381115
 0.9169179  0.9489626  0.95627487 0.9465177  0.94926393 0.9363923
 0.9115648  0.9392047  0.9536686  0.956437  ]",77.20913100242615,2320.7665289763295
